monthly_salary,monthly_expenses,current_savings,annual_return_pct,goal_type,goal_cost,months_to_reach
360449.92,276266.69,6897550.37,7.24,property,7952361.14,9
244702.28,119966.16,337891.05,4.68,house,11995180.47,80
118689.13,66241.81,72351.04,7.35,property,6290021.41,89
200220.84,139479.1,3566511.58,13.4,house,9548446.07,46
190761.37,175677.27,3555082.34,4.4,property,5421782.17,60
142234.23,88205.01,2514969.92,7.0,house,8247454.62,69
148820.35,74829.05,1558449.8,1.08,property,6969912.61,70
111671.22,91431.24,695949.28,11.83,house,4335781.53,86
172927.66,147399.39,1890203.04,2.89,car,1853566.43,0
86667.66,63794.24,1002873.73,1.49,car,2139016.55,46
335450.27,248484.55,3945666.08,8.49,house,2939207.38,0
82465.04,67428.58,311944.7,12.36,house,3039270.6,91
121917.85,83086.08,1688682.61,3.26,house,3872239.19,48
59354.84,35903.67,824203.39,2.9,car,711796.99,0
361425.73,288463.42,8629994.73,13.78,property,604356.26,0
398815.89,352668.93,1764853.4,5.57,house,12689140.99,143
43009.01,29152.38,896326.52,6.31,car,2327500.53,65
326364.9,129968.64,7236300.25,6.24,car,2253978.96,0
280395.34,256510.53,1959662.59,2.78,car,1209191.42,0
194358.44,97622.96,1304516.63,8.09,car,2198656.1,9
187416.44,128927.68,3519769.63,6.07,car,2314935.54,0
22025.16,10646.42,297509.71,10.38,house,5011479.05,159
79384.03,44445.25,1388002.9,11.45,property,2937874.92,29
285574.71,137472.89,4144565.93,1.78,property,1685027.6,0
308082.04,141135.28,6367530.7,2.24,property,1384047.08,0
167294.34,93490.27,191751.44,13.65,property,6628281.34,60
42609.88,36144.56,734791.65,6.34,property,2983457.65,146
85225.28,73959.14,1131037.85,4.25,car,1593846.63,29
120614.5,96413.34,1697434.23,0.33,property,504279.05,0
346481.74,211668.96,6786035.01,5.86,house,14915183.66,44
306344.19,262810.39,159546.99,0.62,car,1763236.14,37
370499.1,255283.83,7490644.07,2.4,car,664988.69,0
313225.95,279545.08,5838252.31,13.22,car,1663332.35,0
126207.27,85231.35,2768088.21,8.19,car,2277254.97,0
152428.44,70948.9,754667.03,0.09,car,838292.73,2
45549.55,20150.14,409114.62,9.13,house,6144708.25,123
389901.67,163023.06,8279043.23,3.17,house,5329678.72,0
322561.56,245072.67,258489.85,11.97,property,4282202.31,41
230665.92,158273.1,3848296.99,2.91,car,1961116.63,0
113329.23,99173.08,801128.67,3.45,car,1602610.09,46
70259.83,58815.02,44942.05,7.9,property,4537743.64,192
265141.6,112279.33,5292141.23,11.04,house,2721289.21,0
354287.45,136230.37,6632905.19,10.52,house,5726268.46,0
352335.0,250399.58,1132240.95,0.79,car,833999.1,0
208636.93,97820.0,2409116.19,4.33,house,5251045.05,23
44915.28,16121.55,196461.97,10.85,house,10152382.67,153
235215.74,209580.1,1930074.02,13.8,car,1589105.09,0
88708.36,54804.3,1496667.46,1.4,house,4633608.3,84
172297.26,157909.14,3535419.53,3.84,house,3540454.4,1
344157.87,250455.11,3292697.31,5.36,car,1842682.95,0
358335.37,216948.44,3857714.2,10.73,car,309920.83,0
245374.77,183026.72,5178543.21,12.63,house,13306558.99,53
122783.2,57048.9,2077935.42,0.88,property,2227037.78,3
146108.66,52008.82,329926.73,2.94,car,520808.53,3
263141.96,139388.3,4207263.41,0.69,house,8049045.24,31
244686.28,179263.72,1532294.0,8.48,car,1123595.82,0
301674.62,261244.71,1110105.33,1.31,property,2272002.49,28
331082.63,240686.99,5366763.66,9.81,property,6434126.94,8
244466.29,193512.73,5686054.16,4.24,property,4123268.89,0
35749.99,23081.11,327930.79,8.04,car,2237380.75,93
307870.4,216539.73,7286755.52,6.02,car,1087530.57,0
254654.26,97862.58,2079771.39,10.03,property,2673770.92,4
184650.58,70979.32,2303399.25,8.91,house,11425751.99,57
221553.83,187816.81,2879238.4,13.62,house,10942854.98,77
290028.56,184659.89,2815811.55,2.41,property,4309365.35,14
171201.46,72794.45,2401618.46,2.36,house,13973699.92,102
347660.14,254691.92,2660702.62,5.23,property,3438425.87,8
231070.67,104806.29,4822406.43,0.12,car,1473224.0,0
154014.13,127444.94,3451738.27,5.68,house,7537498.75,79
229938.84,106512.68,4196728.08,12.33,property,595342.81,0
343411.03,155124.34,1339511.08,12.91,car,932441.73,0
237891.12,168049.37,4499345.11,8.48,property,3631290.85,0
84691.56,64888.51,80810.9,5.74,car,877007.64,37
335796.78,186573.62,6762760.1,13.48,house,7309165.75,3
90342.39,57487.43,618029.38,0.55,property,2236994.9,49
48451.05,38392.33,98144.99,3.07,house,11800709.59,533
224722.46,102604.22,864671.45,11.71,car,491055.69,0
244916.77,141903.04,34027.9,0.65,car,2349881.31,23
74555.14,47828.03,66691.42,5.6,house,2997113.28,88
280333.19,168421.71,5655169.94,6.64,house,13249163.3,47
168550.48,81078.37,2126654.99,13.15,car,332395.81,0
143714.48,90226.44,689433.52,5.93,house,12653191.81,145
270433.22,233771.62,4369962.87,2.88,car,2030301.56,0
63573.15,46773.85,1209259.35,3.63,property,1198651.13,0
185403.68,80155.6,890158.51,1.39,house,5226294.1,40
330508.4,138741.65,5940154.41,6.44,house,7843222.85,9
360008.68,239051.28,4117999.22,5.88,car,1228377.65,0
283167.68,233336.81,4107552.17,2.52,car,2101336.8,0
354399.81,296034.13,4026391.3,12.02,car,1425513.52,0
187724.51,178113.63,3766024.57,6.92,property,4734739.5,29
85525.5,65717.79,84519.11,2.36,property,2143945.1,94
136907.93,111292.1,255533.98,6.95,car,891070.12,23
182792.24,100744.97,861480.63,11.53,property,2416463.18,17
236703.59,224503.87,940230.95,12.24,property,3272923.43,73
105649.91,90356.03,346909.02,7.83,car,917922.76,30
197691.98,92661.4,2058559.22,9.89,car,1736241.3,0
392116.08,137996.53,3189348.77,7.01,house,9948589.55,24
138921.87,110463.88,893268.39,1.28,property,2588953.46,56
142089.09,100027.85,54573.95,11.17,property,6357593.97,94
201243.12,79811.32,3245463.75,0.7,house,12926804.61,77
261334.58,207035.4,1841468.12,6.38,property,2464430.23,10
100665.89,38327.29,1758209.83,1.15,house,12883758.17,161
385947.17,216455.24,3849941.43,12.55,house,3273543.66,0
353198.86,283622.58,3425736.47,12.94,car,1109034.6,0
132835.16,101805.41,1656084.26,11.43,property,5066965.75,56
32752.07,12638.57,355932.27,12.94,car,1569102.28,41
61798.69,50442.72,456912.93,0.57,house,10272463.06,712
338298.61,196563.42,2355012.52,3.31,house,11664133.35,59
182793.78,100989.28,160149.19,9.88,house,5104622.36,49
181426.2,118928.07,919935.44,5.55,property,3800237.12,40
100176.33,84193.6,1132400.92,11.08,car,1505586.02,14
71542.94,56585.98,722234.06,12.43,house,13801531.5,190
264101.77,215417.49,3893758.24,10.8,house,8359150.85,44
212685.35,116436.31,2564379.68,4.61,property,6562536.23,36
37742.52,23869.76,185916.19,5.81,house,10676453.73,309
84280.79,55542.92,1249885.41,11.87,house,14830054.17,148
29146.75,24958.38,558792.14,8.93,car,2156453.51,120
261984.24,181450.55,873972.61,1.65,house,2292216.51,18
266206.44,182782.84,4887513.52,10.71,property,6982389.26,16
279461.72,172055.96,2730687.23,2.88,car,1977580.52,0
172843.27,77384.63,3861730.37,9.47,car,1344046.44,0
378532.05,264264.56,1610832.69,11.72,property,1100690.86,0
398174.6,334403.21,8891927.41,6.87,property,1654388.42,0
286922.61,266684.61,5298641.58,10.82,car,1320031.22,0
193865.63,174217.75,28269.35,5.92,house,9745070.47,251
85213.95,59853.2,322589.5,2.89,property,4935188.04,148
281046.03,210481.3,6559453.52,1.22,car,2406810.81,0
134945.02,127353.05,1948079.44,0.27,house,6343699.21,517
234920.7,220129.36,2535120.38,13.91,property,1847241.68,0
254433.49,214160.64,2681866.57,0.03,house,14949161.07,304
221590.74,205005.56,1444174.42,7.86,property,6068743.61,119
125615.71,103232.22,2447163.97,9.76,property,5587209.04,59
301344.73,189710.08,3896584.08,5.8,property,6950242.95,23
22120.55,16157.08,506391.4,3.8,car,1791161.82,137
150621.14,111025.84,2096278.79,10.58,car,526503.53,0
267186.73,134009.81,4952992.94,12.89,property,1564376.53,0
342970.13,225194.64,2704532.71,2.8,house,11958594.05,69
63486.3,24292.37,912796.54,2.19,property,2737578.56,43
189581.28,71804.76,141448.08,8.81,car,1438679.05,11
361336.6,334801.44,568801.53,2.23,car,1463122.7,32
248242.55,148640.55,1035786.53,12.18,house,12744468.31,73
340129.98,185625.73,7726608.0,9.25,car,1306815.21,0
216209.25,161262.41,5012288.25,13.32,car,1711489.06,0
197432.14,101749.82,356619.15,7.56,house,14150299.48,102
280460.73,219191.11,5954012.76,5.39,car,677279.11,0
199454.19,116710.19,74464.97,0.46,car,2149478.22,25
111240.94,46946.81,151693.28,10.6,car,2487383.88,32
180086.11,135696.81,3813632.32,3.93,car,1017339.86,0
246047.6,179154.26,1085840.1,3.54,property,5603501.05,60
352517.08,313738.14,687179.79,0.15,property,2714263.22,52
271531.1,202195.58,1943662.57,9.21,house,4401819.95,27
246734.89,173045.08,5559161.73,2.19,car,1308764.57,0
114484.73,52615.32,2498897.55,7.98,house,12609393.96,94
372201.06,143401.35,5449424.32,9.09,house,1510383.68,0
368950.51,194136.73,3324385.4,1.86,property,2812540.15,0
153733.62,74312.3,2819222.26,3.58,car,1839807.11,0
329757.96,271675.62,6164240.46,3.9,car,2435974.05,0
352007.5,297883.33,2297712.94,12.28,property,4600882.62,27
65165.45,56991.55,891393.81,13.97,car,1439095.68,26
125049.19,97210.75,1233826.95,13.99,car,807806.38,0
34607.34,20485.45,385049.07,10.86,property,3558144.71,108
242416.73,103659.49,3383033.0,7.94,house,14565173.34,58
345021.4,258747.51,1442296.46,10.48,house,4010935.95,24
219285.24,101027.2,5058889.58,7.89,car,324375.2,0
178442.09,70235.32,1943041.27,13.04,property,3561360.67,12
91874.64,51160.54,1345646.36,8.26,property,5429782.14,66
78641.57,70689.96,1138483.01,13.32,property,2359612.57,46
141834.18,96689.44,1625280.98,13.62,property,4360759.11,36
289843.91,179866.67,1302844.16,12.83,house,1666823.61,3
66138.86,33260.18,274079.29,7.33,house,13585372.85,199
328977.42,134021.25,1580213.3,7.39,car,2447306.15,5
247806.42,109742.25,749692.11,0.14,car,2272970.6,12
130045.29,49391.49,3055196.82,9.78,house,3481720.38,4
254437.09,203090.61,411203.59,11.09,property,5390474.42,66
106194.97,39319.05,724447.45,13.1,car,778999.74,1
64919.33,30672.77,1264411.64,6.94,car,2282493.35,23
340574.27,215258.73,271140.84,8.58,house,10199769.58,63
336472.84,195237.24,1290189.47,11.0,property,1515742.4,2
365264.47,200056.78,8500034.37,9.09,car,1440898.44,0
108742.25,92321.14,80852.67,13.05,house,7279446.48,158
378115.57,155550.3,8560027.28,7.82,property,3505090.77,0
367842.01,254190.24,8623084.69,10.88,car,1727877.0,0
345776.47,204484.92,1093001.57,0.06,house,10394903.71,66
113481.86,103398.5,1221709.15,5.72,car,2360184.05,62
183633.1,100984.13,2116739.81,10.61,property,7365139.44,43
263943.01,214518.73,5381739.52,0.09,car,2049885.92,0
136794.38,69023.23,2333672.37,4.45,car,1744626.61,0
203221.51,146564.1,4147768.38,1.36,car,1391641.41,0
208429.87,153283.11,366542.7,13.87,house,2338483.3,29
179236.61,144203.31,3276997.96,2.51,car,622548.06,0
146739.86,106123.47,2943572.55,8.37,car,1599729.85,0
215941.84,100634.45,2382038.05,2.66,property,1878863.69,0
131690.82,124814.44,869354.34,6.28,property,5067002.88,206
316297.68,204337.59,194885.11,10.5,property,3619871.03,27
68894.9,33434.39,1631064.89,12.92,car,1822022.08,4
198765.69,107892.34,3708453.39,8.52,house,10003311.66,46
391433.68,298599.97,8016550.2,13.65,car,1363306.78,0
110779.07,82469.03,2296790.32,8.3,car,889565.99,0
165740.13,154628.97,147333.98,11.4,property,6460893.95,186
213375.72,118762.34,2788952.34,1.11,property,6558203.75,39
141965.16,120826.64,887811.6,10.06,property,3443004.59,68
158983.26,113095.35,446322.58,5.58,property,4189227.0,67
199662.06,75940.87,54186.27,3.44,car,1877013.88,15
141194.62,75829.27,1828446.33,13.79,car,1629255.37,0
319615.6,216558.43,1367016.93,11.26,car,1798139.77,4
243655.21,142829.16,937499.34,13.16,property,799291.85,0
215221.78,193528.1,2809874.39,5.59,house,9982617.44,145
283481.8,102797.6,3026334.08,7.57,car,1161832.71,0
79830.18,61364.56,173473.58,12.62,house,10842664.01,180
289531.71,137234.55,1415627.2,3.31,property,3631427.57,14
96033.27,87344.59,1394175.77,6.56,house,12975056.75,291
211192.27,138190.97,270774.32,10.76,house,8079657.13,74
212123.87,197057.29,2842744.0,13.89,car,1612477.9,0
35589.98,26966.51,100350.49,9.79,car,1489873.06,98
294696.6,225635.45,6264490.01,3.95,car,473493.69,0
95883.02,82813.72,334269.93,5.46,car,511746.72,12
224103.27,152866.87,3016665.98,4.8,house,4753079.14,21
270093.05,112591.81,4253626.94,0.45,house,12282725.23,50
275449.59,122674.04,119585.63,3.16,house,10654627.47,64
200898.54,185064.48,1751956.46,3.9,house,11306528.25,276
384260.39,147564.86,4904600.49,12.48,car,2320774.52,0
360252.0,143364.79,6490718.17,4.05,property,1050715.56,0
254682.91,140935.18,1490694.9,3.81,house,12352737.69,81
399164.83,171386.33,3903306.8,3.47,property,6192080.96,10
162852.23,57269.53,907109.68,0.19,property,3382754.77,24
301147.99,159826.5,937701.67,6.81,property,7304119.73,39
22256.31,19899.58,276122.44,0.68,car,1165415.6,323
35781.38,21021.06,372675.46,0.12,car,584384.54,15
221742.7,162901.64,3443110.71,6.01,car,1672457.48,0
243351.97,86771.87,1263613.51,0.61,car,2474560.56,8
42306.86,33611.44,648913.97,2.0,car,351272.06,0
119671.08,53235.41,574510.19,13.2,house,9173719.94,77
284523.25,162178.49,5855270.68,8.04,car,2432186.78,0
35830.81,25940.38,458731.39,0.6,house,6209027.86,501
329596.47,212852.75,2335724.38,4.5,house,14750012.99,85
244403.62,105640.37,1871287.69,10.46,property,2611369.15,5
128419.05,70325.69,1583544.71,1.74,car,1687367.75,2
65894.73,44730.29,615651.31,8.81,property,2085210.3,48
356799.71,305834.78,6525915.73,5.57,house,3618153.55,0
83792.11,69255.96,746074.28,1.73,property,4212811.73,193
139660.98,83020.18,40462.39,13.57,house,2884410.5,40
179599.65,77896.65,2335201.05,0.43,car,951931.92,0
348203.24,154100.14,3523254.44,12.9,car,588380.02,0
154261.4,146021.23,1354930.21,5.11,car,1123809.42,0
95638.16,33724.0,1012737.1,9.51,property,7633457.7,71
180800.97,151037.15,1371339.43,0.76,property,3800282.82,78
43498.58,18589.95,266900.41,1.05,car,1599607.36,52
136884.48,94491.44,185991.2,5.26,house,11380959.46,174
158839.41,64845.28,3094129.99,9.72,house,9377582.6,45
141340.8,88499.27,1942597.66,10.29,property,7493044.14,62
262145.51,175351.82,2735082.94,10.41,house,12942767.42,69
173753.98,83208.15,1376539.03,12.39,property,2262885.97,9
354820.58,276082.29,4214384.19,8.78,property,3950045.51,0
227836.68,80688.21,3754738.09,0.69,car,2435252.16,0
397651.72,304775.78,8088855.96,11.22,car,1492533.94,0
112857.05,39904.84,1739955.14,7.89,car,356173.56,0
156754.67,100843.62,816430.51,11.9,car,1818447.11,15
249407.67,158981.12,4705628.23,1.87,property,7987186.19,33
173851.55,87872.53,776254.0,7.85,car,1008752.03,3
309972.9,260156.0,6954090.54,12.54,house,6576837.84,0
346597.17,257051.88,2148519.55,6.15,car,1668288.82,0
289461.27,140186.28,3716109.53,4.73,car,402815.01,0
110553.42,50790.07,1526251.83,3.52,car,443569.06,0
254401.99,123835.74,4874604.12,7.23,house,3367051.45,0
385380.4,249258.8,653008.11,8.27,car,2256807.58,12
23455.26,17675.9,186553.44,4.5,car,1022162.5,106
122117.02,67806.44,2628053.54,0.81,house,5868700.65,57
235989.72,168876.86,393291.29,7.72,car,573497.63,3
21436.47,18208.2,405716.4,13.79,car,1781556.19,97
90035.92,72480.79,2145509.64,10.15,car,2309944.11,5
207249.99,130663.59,1086042.66,13.15,house,13470487.85,86
212368.17,196664.46,4867180.95,5.63,house,11356528.96,125
30745.32,25567.59,2544.98,7.82,car,823688.45,110
323076.77,178026.56,2428440.96,8.73,house,3326172.62,6
129312.3,101737.19,116671.44,6.62,property,2731333.8,76
40385.38,35889.85,261938.28,9.46,house,7888778.24,296
308272.09,201549.44,3166775.36,5.88,house,9183857.83,45
20919.74,18944.24,416925.21,0.19,car,839242.58,204
173838.43,144791.79,2763445.8,5.0,house,13421015.4,178
322276.14,295694.34,5637990.38,3.96,house,5108088.19,0
246104.79,181480.95,1233668.85,7.32,car,2458068.4,17
285613.47,197770.12,3320463.99,8.04,property,5810505.98,22
340003.15,241026.24,631482.18,8.38,property,4295645.75,32
33065.05,26255.49,705272.72,11.39,car,2206905.9,77
246941.85,205026.29,1229990.55,11.53,house,5504084.52,60
68472.41,54584.9,1602845.55,3.6,house,2869295.14,62
58320.83,45557.94,819837.67,13.08,property,6541861.86,125
48359.34,42082.99,121087.21,8.62,property,7495892.19,298
106631.8,38362.94,1790910.79,2.55,house,7398654.66,73
285624.48,257497.26,1119755.75,12.73,property,7791267.95,97
287215.63,152945.62,3430786.36,2.42,property,1712115.53,0
171122.84,107235.34,2069966.38,6.88,property,6307634.32,49
220015.09,197000.64,679940.96,6.3,property,4595271.64,110
203569.97,111535.31,2670783.66,11.87,car,1153452.25,0
38800.84,29819.11,919533.02,2.8,property,2415633.71,118
264124.85,155962.67,2963725.7,13.71,property,4523601.13,11
350539.36,179690.39,206129.08,9.51,property,3712860.08,19
188652.66,96515.4,3509140.3,5.42,property,4561824.75,10
389004.78,336018.29,8011133.91,6.23,car,1168937.23,0
65345.48,55781.93,93084.33,12.32,house,2629599.22,122
172294.91,61069.14,1731335.03,4.99,house,11388141.14,71
280065.85,166306.25,1867141.14,6.99,property,7602664.51,41
142540.01,114169.52,1226325.01,6.91,car,2480635.71,33
85416.2,53996.38,562921.12,0.1,house,8570961.09,252
148279.82,121906.46,1476599.81,7.43,car,940574.31,0
41846.14,16436.1,384262.56,3.57,car,638593.75,10
358874.16,311124.13,2239479.04,10.78,property,5087167.58,36
374522.28,132192.49,7205887.97,11.66,car,1464424.07,0
366616.75,347870.51,149479.01,10.86,house,12577860.2,210
349559.93,275493.03,3797355.9,13.42,house,4118809.18,3
355120.82,187851.61,7982631.24,2.15,car,1427927.99,0
176260.65,80024.99,3372840.37,4.66,car,1489226.16,0
299636.1,145024.86,7069872.59,10.88,house,11580552.35,19
100784.64,75667.5,29306.54,10.78,property,996601.6,33
250812.77,177531.79,5224971.09,12.87,property,7082299.03,14
71273.2,36608.88,1693507.02,7.77,car,761438.82,0
167911.43,86001.06,53123.88,4.45,car,1320885.13,16
154496.24,125457.81,2787577.22,6.89,property,7802620.15,87
25381.08,13784.99,389987.23,13.35,property,2384110.83,79
27158.64,14993.45,539948.74,10.66,car,608782.81,5
393384.59,137941.82,6771505.83,3.51,car,1731481.95,0
327322.03,123261.96,1832492.37,1.26,property,5003484.59,16
309828.4,170180.72,2084773.34,11.78,car,1331016.43,0
340865.93,150710.09,1859963.61,7.89,house,10477336.59,38
199042.7,133269.88,2198749.19,8.54,car,1743873.25,0
45343.6,40338.23,802923.55,13.91,property,4420106.24,119
80407.42,28320.79,1007309.94,10.13,property,2900000.05,28
263727.37,230570.29,4407399.39,11.28,house,2931286.1,0
179708.16,89281.81,3305708.94,2.36,house,1920227.63,0
264273.51,207069.65,2389522.24,8.72,house,3737575.72,18
179596.2,114643.32,4000362.23,2.94,house,4098342.34,2
20945.38,12393.65,423980.25,2.99,property,7360686.47,414
52851.67,21424.15,1029927.23,12.93,car,1331225.88,7
210248.04,110788.23,740147.5,5.34,house,12592981.1,94
233988.04,140063.29,3081675.11,11.7,house,14025989.21,64
109515.29,68567.63,379567.0,9.15,car,1290681.94,20
210983.03,147173.93,4965845.13,12.37,car,1337357.96,0
334459.32,128421.81,5686579.82,11.15,house,5770838.51,1
123638.43,102579.34,1608742.25,8.93,car,1776417.4,6
229831.91,192128.41,5430086.2,8.13,property,2446175.66,0
258305.56,159400.88,3077346.54,4.39,property,4436234.88,13
395756.51,347124.61,5173133.42,8.74,car,2154584.42,0
304599.85,191185.55,484744.42,8.16,house,8170518.8,55
42069.69,29390.67,373168.82,13.83,property,5203906.37,127
83706.34,70820.97,422076.6,3.69,property,3824704.04,180
98037.95,35657.63,366006.09,0.24,house,6881014.68,104
77356.32,54629.55,1264792.06,2.53,property,6397634.51,169
248998.35,181574.8,1994414.86,1.24,property,1248262.12,0
